trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.35, 'e': 0.05448597408371323}",30,0,24.637857617045835,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.35, 'e': 0.05445675567611644}",25,13,20.84196633324836,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.35, 'e': 0.054427850600385144}",20,5,21.591552045560977,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.35, 'e': 0.0543992538432574}",20,14,11.510629473791624,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.35, 'e': 0.05437096049785224}",20,12,15.99284809623042,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.35, 'e': 0.054342965760862796}",20,9,4.449436300538672,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.35, 'e': 0.05431526492983787}",20,13,13.140696781645993,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.35, 'e': 0.05428785340054865}",35,24,9.489512363221255,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.35, 'e': 0.054260726664437535}",20,8,17.843147856459122,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.35, 'e': 0.05423388030614604}",25,18,10.253808339194784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.35, 'e': 0.05420731000111893}",20,0,25.895615100401994,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.35, 'e': 0.05418101151328198}",20,12,15.014222758680603,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.35, 'e': 0.05415498069279052}",25,10,27.549099388283462,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.35, 'e': 0.05412921347384646}",25,14,13.459829525166162,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.35, 'e': 0.05410370587258128}",20,0,-36.80505027543722,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
199,False,"{'a': 0.35, 'e': 0.05407845398500268}",20,10,19.671059488382145,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.35, 'e': 0.054053453985002685}",30,9,7.22864172399712,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
201,False,"{'a': 0.35, 'e': 0.054028702122425026}",25,17,14.868670656288185,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.35, 'e': 0.054004194721189856}",20,0,23.582821339578263,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.35, 'e': 0.05397992817747368}",20,0,25.96609980743309,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
204,False,"{'a': 0.35, 'e': 0.05395589895794273}",20,13,11.294417836662479,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.35, 'e': 0.053932103598037906}",20,13,-30.165902224961172,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
206,False,"{'a': 0.35, 'e': 0.05390853870030956}",25,14,9.853150743116178,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.35, 'e': 0.0538852009328004}",30,10,27.399782395694665,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.35, 'e': 0.053862087027474956}",25,7,18.433068390385195,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.35, 'e': 0.05383919377869402}",20,11,15.058990040630892,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.35, 'e': 0.05381651804173257}",20,7,-12.08795108449111,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
211,False,"{'a': 0.35, 'e': 0.05379405673133972}",30,2,44.45530961949693,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.35, 'e': 0.053771806820339364}",25,13,9.434550717199674,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.35, 'e': 0.05374976533827011}",20,3,19.270306454741533,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.35, 'e': 0.05372792937006328}",20,0,10.539225701631137,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
215,False,"{'a': 0.35, 'e': 0.053706296054757706}",25,1,33.43880977289606,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.35, 'e': 0.05368486258425016}",20,0,26.047859355634024,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
217,False,"{'a': 0.35, 'e': 0.05366362620208023}",20,0,24.09893884452061,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.35, 'e': 0.053642584202248565}",20,0,5.181819836866049,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
219,False,"{'a': 0.35, 'e': 0.05362173392806746}",20,7,18.931359345240416,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.35, 'e': 0.05360107277104267}",20,8,20.933940339785405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.35, 'e': 0.053580598169785526}",20,0,-9.509150217185354,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
222,False,"{'a': 0.35, 'e': 0.05356030760895442}",20,0,32.75104241118001,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.35, 'e': 0.05354019861822467}",25,0,18.65279595087278,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
224,False,"{'a': 0.35, 'e': 0.05352026877128589}",20,13,11.891628483276637,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.35, 'e': 0.05350051568486614}",20,0,30.702404775930468,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.35, 'e': 0.053480937017781796}",25,0,36.94798245278467,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
227,False,"{'a': 0.35, 'e': 0.05346153047001258}",20,0,-9.447266681867132,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
228,False,"{'a': 0.35, 'e': 0.05344229378180082}",20,8,17.325387294852284,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.35, 'e': 0.0534232247327743}",20,0,30.587308428940762,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
230,False,"{'a': 0.35, 'e': 0.05340432114109188}",30,8,39.433971607521464,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.35, 'e': 0.05338558086261134}",20,0,22.216368543104757,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
232,False,"{'a': 0.35, 'e': 0.05336700179007864}",30,14,30.24522575754077,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.35, 'e': 0.053348581852338026}",20,0,33.66969377734427,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
234,False,"{'a': 0.35, 'e': 0.05333031901356237}",25,3,26.369362297311294,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.35, 'e': 0.05331221127250307}",20,14,3.684276342298923,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.35, 'e': 0.05329425666175903}",25,16,16.71677207634978,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.35, 'e': 0.053276453247064086}",20,8,20.487497094372408,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.35, 'e': 0.05325879912659237}",20,0,14.537277376198116,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
239,False,"{'a': 0.35, 'e': 0.05324129243028103}",25,0,21.371439630708792,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
240,False,"{'a': 0.35, 'e': 0.053223931319169915}",25,5,-5.8065546914088415,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
241,False,"{'a': 0.35, 'e': 0.053206713984757625}",20,10,21.664719313623955,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.35, 'e': 0.0531896386483735}",20,12,13.768047211207756,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.35, 'e': 0.05317270356056507}",25,14,19.215952875403612,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.35, 'e': 0.05315590700050057}",20,3,22.71698443531854,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.35, 'e': 0.053139247275386034}",25,2,29.473846903723263,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.35, 'e': 0.05312272271989658}",25,0,-1.6770087805140836,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
247,False,"{'a': 0.35, 'e': 0.05310633169562147}",20,12,15.252801571952196,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.35, 'e': 0.05309007259052261}",20,14,-10.636523053438083,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
249,False,"{'a': 0.35, 'e': 0.053073943818406036}",25,14,6.298306270267084,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.35, 'e': 0.053057943818406034}",30,0,35.67280572980558,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.35, 'e': 0.05304207105448165}",25,0,26.276352927719767,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
252,False,"{'a': 0.35, 'e': 0.05302632401492509}",30,21,16.02808473001076,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.35, 'e': 0.05301070121188177}",25,15,18.167668788855167,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.35, 'e': 0.052995201180881704}",25,1,42.11922933361224,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.35, 'e': 0.0529798224803819}",20,0,25.239199762140718,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
256,False,"{'a': 0.35, 'e': 0.0529645636913194}",30,0,47.801401209748256,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.35, 'e': 0.052949423416674815}",20,12,11.004568171311963,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.35, 'e': 0.05293440028104595}",20,9,16.134218914520563,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.35, 'e': 0.052919492930231266}",25,4,20.07219589061162,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.35, 'e': 0.05290470003082298}",25,19,11.371359139259193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.35, 'e': 0.05289002026980949}",25,7,31.785111642106372,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.35, 'e': 0.05287545235418686}",35,0,9.215550536291268,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 1}",0
263,False,"{'a': 0.35, 'e': 0.05286099501057917}",20,12,12.177917460512928,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.35, 'e': 0.05284664698486751}",20,0,30.10182746285648,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.35, 'e': 0.05283240704182728}",25,0,20.492478121925487,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
266,False,"{'a': 0.35, 'e': 0.052818273964773746}",25,9,27.78208363627557,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.35, 'e': 0.05280424655521547}",20,13,12.134445723971153,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.35, 'e': 0.05279032363251554}",25,0,12.204754523757904,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
269,False,"{'a': 0.35, 'e': 0.0527765040335603}",20,0,30.603825429233083,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.35, 'e': 0.052762786612435476}",25,8,14.64235572370606,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.35, 'e': 0.05274917024010939}",20,16,7.39725210669206,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.35, 'e': 0.05273565380412323}",25,4,-0.8071897668872909,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
273,False,"{'a': 0.35, 'e': 0.052722236208288045}",20,0,29.539954283259565,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.35, 'e': 0.05270891637238842}",25,12,19.139737801713327,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.35, 'e': 0.052695693231892556}",20,14,11.332152270398275,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.35, 'e': 0.052682565737668656}",30,12,26.238955416782034,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.35, 'e': 0.05266953285570747}",30,7,19.75452800126113,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.35, 'e': 0.05265659356685078}",25,16,12.015482984975458,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.35, 'e': 0.05264374686652576}",20,8,18.438789081564455,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.35, 'e': 0.05263099176448494}",25,0,40.117976362525845,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.35, 'e': 0.05261832728455181}",30,19,19.164118096060445,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.35, 'e': 0.05260575246437174}",20,3,19.73543323047507,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.35, 'e': 0.05259326635516823}",35,20,28.78429150831464,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.35, 'e': 0.05258086802150427}",20,10,-27.218084098070456,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
285,False,"{'a': 0.35, 'e': 0.05256855654104875}",25,20,10.994429873456488,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.35, 'e': 0.05255633100434769}",20,0,26.748708731210264,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.35, 'e': 0.05254419051460033}",20,0,31.166441046601545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
288,False,"{'a': 0.35, 'e': 0.052532134187439836}",20,14,9.003288139394023,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.35, 'e': 0.05252016115071853}",25,14,19.69936878416591,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.35, 'e': 0.0525082705442976}",20,16,7.405355051389891,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.35, 'e': 0.052496461519841116}",30,0,37.22771057219889,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.35, 'e': 0.05248473324061424}",25,6,29.236834763545218,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.35, 'e': 0.05247308488128565}",20,12,-50.425856566815966,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
294,False,"{'a': 0.35, 'e': 0.05246151562773389}",25,7,29.205515510487437,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.35, 'e': 0.05245002467685771}",25,8,24.262054045211862,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.35, 'e': 0.05243861123639021}",25,2,35.33991772422312,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.35, 'e': 0.052427274524716794}",20,10,18.576359647439617,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.35, 'e': 0.052416013770696705}",25,0,20.16909894013423,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
299,False,"{'a': 0.35, 'e': 0.05240482821348817}",30,7,33.02926904896031,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.35, 'e': 0.05239371710237706}",25,2,29.41836179355958,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.35, 'e': 0.05238267969660891}",25,15,7.394279103356232,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.35, 'e': 0.05237171526522432}",35,21,12.73270578317743,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.35, 'e': 0.05236082308689758}",20,0,26.64350846887897,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
304,False,"{'a': 0.35, 'e': 0.052350002449778464}",25,5,6.592242577323154,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
305,False,"{'a': 0.35, 'e': 0.05233925265133719}",25,6,28.52738648796742,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.35, 'e': 0.05232857299821232}",25,0,15.603011142474907,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
307,False,"{'a': 0.35, 'e': 0.05231796280606174}",30,4,25.79233313351968,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.35, 'e': 0.05230742139941644}",20,12,15.967510809326747,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.35, 'e': 0.05229694811153717}",30,13,34.546640432558895,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.35, 'e': 0.0522865422842739}",20,2,-32.08684781686272,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
311,False,"{'a': 0.35, 'e': 0.052276203267927916}",25,17,12.44777313405139,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.35, 'e': 0.05226593042111661}",25,13,13.58998469853363,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.35, 'e': 0.05225572311064085}",20,0,30.433023627096542,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.35, 'e': 0.05224558071135487}",30,4,41.419402074716274,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.35, 'e': 0.05223550260603867}",35,24,19.03495645070046,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.35, 'e': 0.05222548818527276}",20,11,16.89067532326861,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.35, 'e': 0.05221553684731538}",20,0,20.55035519827466,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
318,False,"{'a': 0.35, 'e': 0.052205647997981885}",30,8,-36.329993241951584,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
319,False,"{'a': 0.35, 'e': 0.05219582105052657}",20,8,20.22867087780934,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.35, 'e': 0.052186055425526574}",20,12,11.755480200417077,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.35, 'e': 0.05217635055076798}",25,7,7.033436028511816,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
322,False,"{'a': 0.35, 'e': 0.052166705861134095}",25,9,-35.580176026641304,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
323,False,"{'a': 0.35, 'e': 0.05215712079849571}",30,0,-16.784759164934286,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
324,False,"{'a': 0.35, 'e': 0.052147594811603463}",30,3,47.59157473144122,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.35, 'e': 0.05213812735598216}",20,0,23.912196677946188,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
326,False,"{'a': 0.35, 'e': 0.05212871789382702}",25,13,8.916558180527373,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.35, 'e': 0.052119365893901835}",20,0,26.58085598053599,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
328,False,"{'a': 0.35, 'e': 0.052110070831439016}",25,9,21.898374033254882,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.35, 'e': 0.052100832188041415}",20,6,17.305846977494863,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.35, 'e': 0.05209164945158595}",20,12,16.216256186441726,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.35, 'e': 0.052082522116128994}",25,11,19.738485970291563,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.35, 'e': 0.05207344968181342}",25,12,22.16563395601498,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.35, 'e': 0.05206443165477737}",25,3,39.09437118384732,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.35, 'e': 0.05205546754706465}",30,20,17.062727996056417,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.35, 'e': 0.05204655687653669}",20,16,7.711531436242824,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.35, 'e': 0.052037699166786126}",35,11,29.18368761824642,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.35, 'e': 0.05202889394705187}",25,17,9.970944639659717,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.35, 'e': 0.05202014075213572}",20,11,17.459540120011415,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.35, 'e': 0.05201143912232046}",20,8,19.131557041490076,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.35, 'e': 0.052002788603289316}",35,24,14.819734888156221,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.35, 'e': 0.05199418874604694}",30,18,13.72439457706642,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.35, 'e': 0.051985639106841716}",20,14,11.509650069896528,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.35, 'e': 0.0519771392470894}",25,5,-13.208339928473118,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",1
344,False,"{'a': 0.35, 'e': 0.051968688733298164}",25,12,18.49306796011208,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.35, 'e': 0.05196028713699487}",20,0,-3.5340697369490104,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
346,False,"{'a': 0.35, 'e': 0.05195193403465266}",20,11,15.072024206089953,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.35, 'e': 0.0519436290076198}",25,13,20.30991894045131,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.35, 'e': 0.05193537164204971}",25,11,17.072372370148614,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.35, 'e': 0.05192716152883225}",30,10,34.6906987366256,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.35, 'e': 0.051918998263526125}",25,11,22.76761505408749,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.35, 'e': 0.0519108814462925}",35,13,33.68585586649305,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.35, 'e': 0.05190281068182969}",20,0,34.30273612015811,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
353,False,"{'a': 0.35, 'e': 0.051894785579309}",25,4,-27.637797211071057,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
354,False,"{'a': 0.35, 'e': 0.05188680575231165}",30,20,17.520346662958264,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.35, 'e': 0.05187887081876672}",30,1,0.31570015843106924,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
356,False,"{'a': 0.35, 'e': 0.05187098040089019}",20,14,6.3243582143549,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.35, 'e': 0.051863134125124985}",20,6,2.568586232193928,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.35, 'e': 0.05185533162208201}",20,13,14.00631757158419,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.35, 'e': 0.05184757252648219}",30,12,26.191645021716226,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.35, 'e': 0.051839856477099475}",25,11,23.010548055706312,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.35, 'e': 0.051832183116704754}",25,12,24.3458174676559,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.35, 'e': 0.051824552092010756}",20,12,14.373145544075284,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.35, 'e': 0.05181696305361781}",20,8,17.163703185554713,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.35, 'e': 0.051809415655960527}",20,13,15.798455715633203,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.35, 'e': 0.051801909557255325}",25,13,19.64063492836503,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.35, 'e': 0.05179444441944888}",20,15,10.105008702050549,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.35, 'e': 0.05178701990816734}",20,0,15.00816876597334,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
368,False,"{'a': 0.35, 'e': 0.051779635692666394}",20,0,28.56940970768094,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
