trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.35, 'e': 0.051772291445782194}",20,7,13.477755603372298,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.35, 'e': 0.051764986843883}",25,0,-2.4785742559328083,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
371,False,"{'a': 0.35, 'e': 0.05175772156682166}",20,0,17.347438945667495,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
372,False,"{'a': 0.35, 'e': 0.05175049529788883}",30,13,-10.768717608451832,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
373,False,"{'a': 0.35, 'e': 0.05174330772376697}",25,8,-16.532995699188195,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
374,False,"{'a': 0.35, 'e': 0.05173615853448504}",30,0,37.447767653491255,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.35, 'e': 0.051729047423373926}",30,0,41.4552802615791,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
376,False,"{'a': 0.35, 'e': 0.051721974087022636}",20,0,30.9647364168766,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
377,False,"{'a': 0.35, 'e': 0.0517149382252351}",20,10,17.697537888223994,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.35, 'e': 0.05170793954098774}",25,0,23.745906469718186,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
379,False,"{'a': 0.35, 'e': 0.051700977740387635}",25,8,25.805962603237212,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.35, 'e': 0.0516940525326314}",20,14,10.96589148409561,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.35, 'e': 0.05168716362996471}",25,15,20.0661254365855,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.35, 'e': 0.0516803107476424}",30,15,24.9118554383817,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.35, 'e': 0.05167349360388929}",20,10,21.6306547366269,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.35, 'e': 0.05166671191986151}",25,6,19.46157198412657,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
385,False,"{'a': 0.35, 'e': 0.05165996541960852}",20,15,9.260083926216025,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.35, 'e': 0.05165325383003564}",35,13,7.5362693273772665,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
387,False,"{'a': 0.35, 'e': 0.051646576880867254}",30,19,10.055999473569305,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.35, 'e': 0.05163993430461048}",20,9,21.671296569625866,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.35, 'e': 0.05163332583651947}",20,0,29.468412956011687,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
390,False,"{'a': 0.35, 'e': 0.051626751214560236}",20,4,23.337117291266548,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.35, 'e': 0.05162021017937601}",25,14,19.60236651182395,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.35, 'e': 0.05161370247425314}",20,12,18.921251838205393,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.35, 'e': 0.051607227845087526}",20,0,24.080060602228944,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
394,False,"{'a': 0.35, 'e': 0.05160078604035151}",25,6,25.210195458559877,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.35, 'e': 0.051594376811061333}",25,7,30.77274522615041,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.35, 'e': 0.05158799991074504}",20,7,21.622713632368722,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.35, 'e': 0.051581655095410885}",20,3,22.945301555592646,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.35, 'e': 0.051575342123516235}",20,1,29.369900448470503,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.35, 'e': 0.05156906075593688}",30,0,32.007633886936055,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
400,False,"{'a': 0.35, 'e': 0.05156281075593688}",25,0,32.649310390068244,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
401,False,"{'a': 0.35, 'e': 0.05155659188913879}",20,8,21.935583787746936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.35, 'e': 0.05155040392349437}",25,18,15.139476646550676,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.35, 'e': 0.051544246629255754}",25,2,-16.300702069988464,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
404,False,"{'a': 0.35, 'e': 0.05153811977894696}",20,15,8.34841925734095,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.35, 'e': 0.051532023147335924}",30,5,39.71092580133923,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.35, 'e': 0.05152595651140688}",30,12,27.234969619248126,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.35, 'e': 0.05151991965033317}",25,18,13.93585485713356,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.35, 'e': 0.05151391234545043}",25,8,26.06394968802224,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.35, 'e': 0.05150793438023023}",20,2,29.45255371609705,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.35, 'e': 0.05150198554025402}",20,8,18.497924036907015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.35, 'e': 0.05149606561318752}",20,0,26.708748203408017,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
412,False,"{'a': 0.35, 'e': 0.05149017438875544}",30,0,41.06302120819156,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
413,False,"{'a': 0.35, 'e': 0.051484311658716565}",35,4,38.946747566812356,"{0: 30, 1: 0, 2: 1, 3: 0, 4: 0}",1
414,False,"{'a': 0.35, 'e': 0.05147847721683928}",20,9,18.629896236175348,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.35, 'e': 0.05147267085887731}",20,0,25.989545635937738,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
416,False,"{'a': 0.35, 'e': 0.051466892382545947}",25,0,19.70085641144787,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
417,False,"{'a': 0.35, 'e': 0.05146114158749853}",20,0,28.554435964910862,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.35, 'e': 0.0514554182753033}",25,10,27.37745331763123,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.35, 'e': 0.05144972224942056}",20,2,30.50313580031795,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.35, 'e': 0.05144405331518019}",25,2,34.44945542514673,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.35, 'e': 0.05143841127975949}",20,12,16.50980871169902,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.35, 'e': 0.05143279595216128}",25,7,30.532379262105284,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.35, 'e': 0.051427207143192356}",20,3,27.667512487622542,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.35, 'e': 0.051421644665442266}",25,14,20.49270683918646,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.35, 'e': 0.051416108333262336}",20,7,19.36974490805872,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.35, 'e': 0.051410597962745025}",25,10,26.28774342703149,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.35, 'e': 0.05140511337170356}",25,12,19.872976744567275,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.35, 'e': 0.051399654379651855}",25,11,13.417168964515973,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.35, 'e': 0.05139422080778472}",25,5,-5.913960992705563,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
430,False,"{'a': 0.35, 'e': 0.05138881247895832}",20,0,24.665839010103223,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
431,False,"{'a': 0.35, 'e': 0.05138342921767097}",20,2,27.136636569269797,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.35, 'e': 0.05137807085004409}",20,14,12.587274700300634,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.35, 'e': 0.05137273720380351}",25,14,7.540559506214863,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.35, 'e': 0.051367428108261025}",30,16,13.71913650086338,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.35, 'e': 0.05136214339429617}",25,0,33.02698981780541,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.35, 'e': 0.051356882894338256}",20,8,15.228731846415677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.35, 'e': 0.051351646442348665}",20,0,31.327830400130587,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
438,False,"{'a': 0.35, 'e': 0.05134643387380339}",30,20,8.715763620698366,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.35, 'e': 0.05134124502567578}",20,9,17.76662480009536,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.35, 'e': 0.051336079736419585}",30,17,13.221500645543099,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.35, 'e': 0.051330937845952135}",25,13,22.161224417523876,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.35, 'e': 0.05132581919563785}",20,15,9.071606700547129,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.35, 'e': 0.0513207236282719}",25,18,16.443431374252356,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.35, 'e': 0.05131565098806412}",25,17,18.080952513048132,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.35, 'e': 0.05131060112062314}",35,25,14.304318125762297,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.35, 'e': 0.0513055738729407}",20,2,28.582315588592735,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.35, 'e': 0.051300569093376214}",25,12,12.061607752228502,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.35, 'e': 0.05129558663164152}",20,8,19.262619059224708,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.35, 'e': 0.05129062633878583}",20,8,9.486488692989658,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
450,False,"{'a': 0.35, 'e': 0.051285688067180896}",20,9,16.835517884223172,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.35, 'e': 0.05128077167050635}",20,11,15.425641934375244,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.35, 'e': 0.05127587700373526}",25,14,15.87212728329497,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.35, 'e': 0.05127100392311989}",20,11,17.370106068419354,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.35, 'e': 0.051266152286177584}",30,6,34.65261190038952,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.35, 'e': 0.051261321951676916}",25,16,16.71561519836043,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.35, 'e': 0.051256512779623974}",25,14,21.107889554941966,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.35, 'e': 0.05125172463124883}",25,16,10.070721641402576,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.35, 'e': 0.0512469573689922}",20,15,7.820966655048393,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.35, 'e': 0.05124221085649226}",20,13,13.821512752642231,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.35, 'e': 0.05123748495857166}",20,0,16.898175783978726,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
461,False,"{'a': 0.35, 'e': 0.05123277954122467}",20,10,18.145640682166984,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.35, 'e': 0.051228094471604535}",25,0,-20.872662833768207,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
463,False,"{'a': 0.35, 'e': 0.05122342961801096}",20,0,-4.74752223354007,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
464,False,"{'a': 0.35, 'e': 0.05121878484987779}",25,0,20.172494653431237,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
465,False,"{'a': 0.35, 'e': 0.05121416003776078}",25,11,28.412081276043644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.35, 'e': 0.05120955505332563}",30,18,17.696045005453044,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.35, 'e': 0.05120496976933607}",30,13,22.493866771144994,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.35, 'e': 0.05120040405964216}",20,8,20.14227316559495,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.35, 'e': 0.05119585779916871}",30,13,28.105366240516013,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.35, 'e': 0.05119133086390388}",20,2,29.941237187851694,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.35, 'e': 0.05118682313088789}",30,12,39.659560487392156,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.35, 'e': 0.051182334478201884}",20,0,-0.4190924409861374,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
473,False,"{'a': 0.35, 'e': 0.05117786478495693}",25,9,26.924834895993335,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.35, 'e': 0.0511734139312832}",20,10,17.836180163435664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.35, 'e': 0.05116898179831921}",20,13,12.838458748389149,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.35, 'e': 0.05116456826820128}",25,0,39.59391822481043,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
477,False,"{'a': 0.35, 'e': 0.051160173224053064}",30,8,-26.986107918664423,"{0: 18, 1: 1, 2: 1, 3: 2, 4: 0}",1
478,False,"{'a': 0.35, 'e': 0.05115579654997523}",20,13,13.299508871317409,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.35, 'e': 0.05115143813103528}",30,8,34.93139954454903,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.35, 'e': 0.0511470978532575}",20,11,17.396752924686755,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.35, 'e': 0.05114277560361301}",20,9,20.434396796450695,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.35, 'e': 0.051138471270009936}",20,8,20.412016777828807,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.35, 'e': 0.05113418474128376}",25,0,37.52673257948339,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
484,False,"{'a': 0.35, 'e': 0.05112991590718773}",20,1,32.22361035116367,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.35, 'e': 0.0511256646583834}",20,14,-32.56890771099859,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
486,False,"{'a': 0.35, 'e': 0.05112143088643129}",20,1,19.44233945528895,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.35, 'e': 0.0511172144837817}",20,13,12.056854918398344,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.35, 'e': 0.051113015343765576}",25,7,16.926317059134572,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.35, 'e': 0.05110883336058551}",25,15,17.048753495256385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.35, 'e': 0.05110466842930688}",30,9,31.021265391811486,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.35, 'e': 0.05110052044584904}",30,8,31.223305832931455,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.35, 'e': 0.05109638930697668}",25,20,10.215324706490911,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.35, 'e': 0.05109227491029124}",35,23,17.66363525813838,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.35, 'e': 0.05108817715422246}",25,1,37.56365486085926,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.35, 'e': 0.05108409593802003}",20,0,27.993880983596164,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
496,False,"{'a': 0.35, 'e': 0.051080031161745316}",20,5,-18.595374409730837,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
497,False,"{'a': 0.35, 'e': 0.05107598272626321}",20,0,30.06225680672249,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
498,False,"{'a': 0.35, 'e': 0.051071950533234066}",25,0,25.644605875722725,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
499,False,"{'a': 0.35, 'e': 0.05106793448510574}",25,16,18.029861881839167,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.35, 'e': 0.051063934485105746}",20,0,15.507127368236445,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
501,False,"{'a': 0.35, 'e': 0.05105995043723343}",20,12,13.068044477707412,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.35, 'e': 0.05105598224625234}",25,17,17.429397313582523,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.35, 'e': 0.0510520298176826}",20,0,34.84757103576067,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
504,False,"{'a': 0.35, 'e': 0.05104809305779346}",30,0,38.305301247736445,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
505,False,"{'a': 0.35, 'e': 0.051044171873595834}",20,16,8.594997979540054,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.35, 'e': 0.051040266172835004}",25,11,25.20128588982275,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.35, 'e': 0.05103637586398339}",25,6,28.86420653893589,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.35, 'e': 0.05103250085623337}",20,9,20.279142440741676,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.35, 'e': 0.051028641059490266}",20,16,7.969980537438948,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.35, 'e': 0.051024796384365315}",30,0,37.45460754239757,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
511,False,"{'a': 0.35, 'e': 0.051020966742168786}",25,5,19.03303473196592,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
512,False,"{'a': 0.35, 'e': 0.05101715204490316}",20,10,17.818860184696568,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.35, 'e': 0.05101335220525639}",25,11,27.728902704312734,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.35, 'e': 0.05100956713659525}",20,0,26.14313586604271,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
515,False,"{'a': 0.35, 'e': 0.051005796752958715}",25,0,24.903555405148996,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
516,False,"{'a': 0.35, 'e': 0.0510020409690515}",20,2,22.31199255091979,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.35, 'e': 0.050998299700237594}",20,14,10.011577272025727,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.35, 'e': 0.05099457286253392}",25,7,15.536996444428176,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.35, 'e': 0.05099086037260405}",25,2,23.685822057378047,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
520,False,"{'a': 0.35, 'e': 0.05098716214775198}",20,11,1.192509397431667,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
521,False,"{'a': 0.35, 'e': 0.050983478105916004}",30,22,15.73302577273933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.35, 'e': 0.05097980816566263}",20,7,8.39413211812593,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
523,False,"{'a': 0.35, 'e': 0.0509761522461806}",20,14,12.148867864075157,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.35, 'e': 0.050972510267274944}",20,10,8.116863644411705,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.35, 'e': 0.050968882149361114}",25,0,36.454825305058904,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
526,False,"{'a': 0.35, 'e': 0.05096526781345919}",20,10,16.25851257612627,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.35, 'e': 0.050961667181188164}",30,16,26.51553594634241,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.35, 'e': 0.05095808017476025}",25,8,31.51056404727737,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.35, 'e': 0.050954506716975295}",20,12,16.032598760592496,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.35, 'e': 0.05095094673121524}",20,12,12.447202948332203,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.35, 'e': 0.050947400141438635}",25,12,15.994644837011169,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.35, 'e': 0.05094386687217525}",25,15,18.951637227023532,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.35, 'e': 0.050940346848520696}",20,9,7.103079847708146,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.35, 'e': 0.05093683999613113}",35,13,34.34716073511592,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.35, 'e': 0.050933346241218036}",20,6,24.936605946586372,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.35, 'e': 0.05092986551054305}",20,14,12.711911785905645,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.35, 'e': 0.05092639773141284}",25,10,14.516008847144894,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
538,False,"{'a': 0.35, 'e': 0.05092294283167403}",20,14,11.379796182460677,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.35, 'e': 0.05091950073970821}",25,8,29.827572164303355,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.35, 'e': 0.050916071384427004}",20,1,30.73331439357655,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.35, 'e': 0.05091265469526714}",20,0,32.30023602539542,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
542,False,"{'a': 0.35, 'e': 0.05090925060218562}",35,3,46.81369532649099,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.35, 'e': 0.05090585903565495}",30,17,22.08498275893685,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.35, 'e': 0.05090247992665841}",20,1,6.397800726053475,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
545,False,"{'a': 0.35, 'e': 0.050899113206685345}",20,0,30.970080544421382,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
546,False,"{'a': 0.35, 'e': 0.05089575880772655}",25,15,6.320028800168632,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
547,False,"{'a': 0.35, 'e': 0.0508924166622697}",20,0,21.439582786898985,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
548,False,"{'a': 0.35, 'e': 0.0508890867032948}",35,24,13.39994439469378,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.35, 'e': 0.05088576886426971}",20,0,28.8112541175889,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
550,False,"{'a': 0.35, 'e': 0.05088246307914574}",30,23,12.615063566347832,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.35, 'e': 0.05087916928235324}",20,0,28.854717082097853,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
552,False,"{'a': 0.35, 'e': 0.05087588740879726}",30,12,26.54135021280246,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.35, 'e': 0.05087261739385329}",30,0,47.31432456010703,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
554,False,"{'a': 0.35, 'e': 0.050869359173362994}",20,6,-15.889694885740631,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
